description,original_price,discount,reviews,ratings,sale,soldout,product_price
LadyLuck Invisible Moulding Shorts - Black,,,1 review,5.00,,Available,"KSh4,900.00"
LadyLuck Instant Curves Body Suit - Black,,,No reviews,0.00,,Available,"KSh6,900.00"
LadyLuck Snapback Corset - Black,,,No reviews,0.00,,Available,"KSh7,900.00"
LadyLuck Instant Curves Tight Lace Corset - Black,,,No reviews,0.00,,Available,"KSh15,900.00"
LadyLuck Lux Satin Bra - Purple,,,No reviews,0.00,,Available,"KSh3,900.00"
LadyLuck Cupid Slip - White,,,No reviews,0.00,,Available,"KSh5,900.00"
LadyLuck Cupid Full Bodysuit - Beige,,,No reviews,0.00,,Available,"KSh5,900.00"
LadyLuck Hourglass Mesh Tight Lace Corsets - Black,,,No reviews,0.00,,Available,"KSh13,900.00"
LadyLuck Sleek Full Bodysuits - Beige,,,No reviews,0.00,,Available,"KSh6,300.00"
LadyLuck Mid Thigh Moulding Shorts (Long) - Black,,,No reviews,0.00,,Available,"KSh6,900.00"
Lola Satin Bralette With Ruche Back  - White,"KSh1,400.00",30,No reviews,0.00,,Sold out,"KSh1,400.00"
Lola Satin Bralette With Back Hooks - White,"KSh1,400.00",30,No reviews,0.00,,Sold out,"KSh1,400.00"
Intimates Kenya-Black Elegant Feather Garter Bra Set & Fishnets,"KSh5,000.00",30,No reviews,0.00,Sale,Available,"KSh5,000.00"
Intimates Kenya-Chic Kissable Black Sheer Mesh Backless Bodysuit With Underwire and Fishnets - Black,"KSh5,000.00",30,No reviews,0.00,Sale,Available,"KSh5,000.00"
Intimates Kenya-Red Exquisite Lace Open Cup Bodysuit - Red,"KSh5,000.00",40,No reviews,0.00,Sale,Available,"KSh5,000.00"
Intimates Kenya-Sexy Lingerie Furry Temptation Passion perspective Bodysuit - Black,"KSh5,000.00",40,No reviews,0.00,Sale,Available,"KSh5,000.00"
Intimates Kenya Surrender Set - Black,,,1 review,4.00,,Available,"KSh2,500.00"
Intimate Kenya 3 Piece Set - Maroon,,,No reviews,0.00,,Available,"KSh2,800.00"
