description,original_price,discount,reviews,ratings,sale,soldout,product_price
Zetu Men's Polo Shirt - Maroon,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Maroon,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Navy,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Green,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Beige,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Flower Print Shirt - Pink,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Flower Print Shirt - Black,"KSh2,100.00",30,No reviews,0.00,,Sold out,"KSh2,100.00"
Vazi Afriq Tie & Dye Chinese Collar Shirt - Orange / Brown Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Chinese Collar Shirt - Blue Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Black Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Blue Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Orange / Brown,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Uzuntu Men's Shirt - Black,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Beige,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Olive green,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Dark Grey,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Dull Gold,"KSh1,500.00",30,1 review,4.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Short Sleeve Shirt - Orange,"KSh1,350.00",30,No reviews,0.00,,Sold out,"KSh1,350.00"
Alladin Zecchino Men's Short Sleeve Shirt - Grey,"KSh1,350.00",30,No reviews,0.00,Sale,Available,"KSh1,350.00"
Alladin Zecchino Men's Long Sleeve Shirt - Red,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Light Grey,"KSh1,500.00",30,1 review,5.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Maroon,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Safari Men's Long Sleeve Shirt - Maroon Floral Print,"KSh3,950.00",10,No reviews,0.00,Sale,Available,"KSh3,950.00"
Safari Men's Long Sleeve Shirt - Light Pink Floral Print,"KSh3,950.00",10,No reviews,0.00,Sale,Available,"KSh3,950.00"
Safari Men's Long Sleeve Shirt - Taupe Floral Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Safari Men's Long Sleeve Shirt - Navy Blue Floral Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Safari Men's Long Sleeve Shirt - Light Grey Floral Print,"KSh3,950.00",10,No reviews,0.00,Sale,Available,"KSh3,950.00"
Safari Men's Long Sleeve Shirt - Light Blue Floral Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Lamazi Collections Diesel T-shirt1 - Grey,"KSh1,500.00",47,No reviews,0.00,Sale,Available,"KSh1,500.00"
Lamazi Collections Diesel T-shirt - Grey,,,No reviews,0.00,,Available,"KSh1,500.00"
Lamazi Collections Diesel Round Neck Tshirt - Black,"KSh1,500.00",47,No reviews,0.00,Sale,Available,"KSh1,500.00"
Zola Egyptian cotton Shirt - Black,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Zola Men's Floral Shirt - Blue,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Zola Men's Multicoloured Shirt - Blue,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Zola Turquoise Men's Shirt - Blue,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Zola Custom Men's Shirt - White,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
At Odds Classic Tee - Black,,,No reviews,0.00,,Available,"KSh2,200.00"
Zola Printed Polo Shirt - Red,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Men's Polo Shirt - Grey,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Men's Polo Shirt - Grey,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Printed Polo T-shirt - Black,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Men's Polo Shirt - Blue,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Egyptian Cotton Long Sleeve - Beige,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Zola Egyptian Cotton Short Sleeve - Blue,"KSh5,500.00",15,No reviews,0.00,Sale,Available,"KSh5,500.00"
BOG Graced Different T-shirt - Mustard,"KSh2,000.00",25,No reviews,0.00,Sale,Available,"KSh2,000.00"
BOG One-stripe T-shirt - Heather Deep Teal,,,No reviews,0.00,,Available,"KSh2,000.00"
Rooted +254 AU Short Sleeved T-Shirt - Luminous Green,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 AU Short Sleeved T-Shirt - White,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 AU Short Sleeved T-Shirt - Sky Blue,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 AU Short Sleeved T-Shirt - Maroon,,,1 review,5.00,,Available,"KSh1,500.00"
Rooted +254 AU Short Sleeved T-Shirt - Black,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 AU Short Sleeved T-Shirt - Red,,,No reviews,0.00,,Available,"KSh1,500.00"
King's Collection Men's Cotton Undershirt (3 pack) - White,"KSh1,950.00",15,No reviews,0.00,Sale,Available,"KSh1,950.00"
King's Collection Unisex Round Neck T-shirt - Dark Army Green,KSh850.00,15,1 review,5.00,Sale,Available,KSh850.00
King's Collection Unisex Round Neck T-shirt - Red,KSh850.00,15,1 review,5.00,Sale,Available,KSh850.00
King's Collection Unisex Round Neck T-shirt - Dark Green,KSh850.00,15,1 review,5.00,Sale,Available,KSh850.00
Big and Tall Croft & Barrow Polo - Black,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Tommy Hilfiger Polo - Red,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Timberland Polo - Sky Blue,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall PUMA Polo - Navy Blue / Green,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Timberland Polo - White / Navy Blue,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Timberland Polo - White / Red / Navy Blue,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Timberland Polo - Orange,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall Puma T Shirt - Grey,,,No reviews,0.00,,Available,"KSh5,500.00"
Big and Tall Puma T Shirt - White,,,No reviews,0.00,,Available,"KSh5,500.00"
Big and Tall Timberland Polo - White / Light Blue,,,No reviews,0.00,,Available,"KSh6,500.00"
Big and Tall PUMA - Blue,,,No reviews,0.00,,Available,"KSh6,500.00"
Rooted +254 Short Sleeved T-Shirt - Red,,,1 review,5.00,,Available,"KSh1,500.00"
Rooted +254 Short Sleeved T-Shirt - Black,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 Short Sleeved T-Shirt - White,,,No reviews,0.00,,Available,"KSh1,500.00"
Rooted +254 Short Sleeved T-Shirt - Grey,,,1 review,5.00,,Available,"KSh1,500.00"
For Him Super Soft Plain Cotton Vest - White,,,No reviews,0.00,,Available,KSh430.00
For Him Super Soft Plain Cotton Vest - Grey,,,No reviews,0.00,,Available,KSh430.00
DRIP Unisex T-Shirt - Black,,,No reviews,0.00,,Sold out,"KSh1,500.00"
DRIP Unisex T-Shirt - White,,,1 review,5.00,,Available,"KSh1,500.00"
